row_id,customer_text,gold_intent,gold_escalate,predicted_intent,confidence,decision,predicted_escalate,draft_reply,best_evidence_score,error,majority_prediction,tfidf_prediction,agent_intent_correct,agent_escalation_correct
12,@115821 your cust.service just implied that my missing items are my fault for living somewhere unsafe. Poor people dont deserve to get mail?,delivery_issue,True,delivery_issue,0.95,auto_handle,False,I’m really sorry to hear about the missing items and the frustration this has caused. I’d like to investigate this right away and get your packages to you as soon as possible. Could you please share the order numbers and any details you have about the delivery attempts? Once I have that information I’ll look into the situation and keep you updated.,1.000000238418579,,general_support,delivery_issue,True,False
13,"@AmazonHelp Hablo para que me hagan los reembolsos, me llega el correo de que ya quedó y en unas horas diciéndome que no se pudo hacer efectivo pues necesitan más información, y se vuelve a repetir el ciclo.",return_refund,False,return_refund,0.95,auto_handle,False,Sentimos los inconvenientes con esta situación. ¿Podrías indicarnos si los productos son vendidos directamente por Amazon o si han sido vendidos por un vendedor externo?,0.9999997615814208,,general_support,general_support,True,True
14,"@AmazonHelp haven't got the cashback for the 1st Recharge via Amazon pay, it's being 15 days now, the recharge was meant for @120602",payment_billing,True,payment_billing,0.85,auto_handle,False,"@120602 Apologies for the delay. Have you reported this to our support team? If not, please use this link to check the cashback status: https://t.co/00q4Sqj9zL",1.0,,general_support,payment_billing,True,False
15,@AmazonHelp 毎週お世話になってます🙏🙏,general_support,False,general_support,0.9,auto_handle,False,@AmazonHelp これからもよろしくお願いいたします！！🙏🙏🙏✨✨,0.9999999403953552,,general_support,general_support,True,True
16,"@AmazonHelp No message, just a blank screen. Was working fine then just stopped. Is working on iPad just not tv",digital_content,False,digital_content,0.85,auto_handle,False,"Hi! Let’s try a few quick fixes:

1. Make sure your TV’s firmware and the Amazon app are both up to date.  
2. Try uninstalling the Amazon app from your TV and then reinstalling it.  
3. If your TV has a “clear cache” option for apps, give that a try as well.

If the issue persists, you can follow the detailed troubleshooting steps in this article: https://t.co/UsJf7vemUu. Let me know how it goes!",0.9999998807907104,,general_support,general_support,True,True
17,"Pre-orders are all well and good, @115830, but not when you immediately go out of stock of that item... and then won’t allow the order to be cancelled! https://t.co/lwpqSPVHGb",order_issue,True,order_issue,0.95,auto_handle,False,"I’m sorry you’re having trouble canceling your pre‑order. Please try accessing the cancellation page from a different browser or device and let us know if the issue persists. If it still doesn’t work, please contact Amazon Support directly so we can review the order: https://t.co/JzP7hlA23B",1.0,,general_support,order_issue,True,False
18,@AmazonHelp Please find all details of order no. 405-3693108-4127531.,order_issue,True,order_issue,0.95,auto_handle,False,"I’m sorry, but I can’t access order details over Twitter. Please share your request through our secure link: https://t.co/beaaDm0muc.",1.0000003576278689,,general_support,order_issue,True,False
19,"@AmazonHelp The advisor said it was a duplicated order and they'd resolve it, but it's still showing ... https://t.co/ilOLeYn8J7",general_support,True,order_issue,0.95,auto_handle,False,"@182725 Thanks for the update. To confirm that this has been resolved, please contact us here: https://t.co/bDe2KyL3RU ^SE",1.0000001192092896,,general_support,order_issue,False,False
20,@117086 EU TE VENEROOOOOO MEUS LIVROS JÁ CHEGARAM SCRR,general_support,False,delivery_issue,0.7,escalate,True,"@117086 Oi, que alegria! 😍 Quais livros você comprou? ^AZ",0.9999998807907104,,general_support,general_support,False,False
21,@115851 @115821 Amanda in your leadership team in your Oregon call center cost you a customer. Everything is canceled. Great Job Amazon!,general_support,True,general_support,0.9,auto_handle,False,"I’m really sorry to hear about your experience. Could you please share a bit more detail about what happened so we can investigate? Also, please avoid sharing personal or account information directly in this thread. Thank you.",1.0000003576278689,,general_support,general_support,True,False
22,"@116618 can you please let us buffer the video? I let the web page open for an hour, hoping the little HD icon would light up, in vain. I don't wanna watch content in 360p under the pretense that my internet connection is too slow for 1080p stream without buffer.",digital_content,False,digital_content,0.95,auto_handle,False,"Thanks for reaching out! I’m sorry you’re having trouble getting the HD icon to light up. Please try the troubleshooting steps listed here: https://t.co/HePT2g8air. If the problem continues after those steps, let us know and we’ll help you further.",0.9999998807907104,,general_support,general_support,True,True
23,@117086 e @263285 faz um aplicativo fora da Playstore com suporte ao Android TV ou começa a vender o Firestick por aqui também.,general_support,False,general_support,0.8,auto_handle,False,"@117086, @263285, ainda não temos previsão para lançar um aplicativo fora da Play Store com suporte ao Android TV nem para comercializar o Fire‑stick neste mercado. Suas sugestões são muito bem-vindas e ajudam a melhorar nossa loja. ^VL",0.9999998807907104,,general_support,general_support,True,True
24,"@AmazonHelp My mobile number listed is 9673101122, but u can reach me on 9818601122",general_support,False,account_access,0.95,auto_handle,False,"Thank you for letting us know.  
Please log in to your Amazon account and update your mobile number in the Account Settings, or use the link we previously shared for account access. If you need any further assistance, let us know.",1.0000003576278689,,general_support,general_support,False,True
25,@115821 one question. If i buy Amazon Fire HD Tablet with Special Offers I can in the future pay 10 more GBP to remove ads? #Amazon #FireHD,general_support,False,product_issue,0.92,auto_handle,False,"Yes – you can pay £10 to remove the Special Offers ads. For step‑by‑step instructions, check this link: https://t.co/muPVkgX9JY.",1.0,,general_support,general_support,False,True
26,@AmazonHelp I guess you asking me wasn't to actually help me. Maybe it was just to make the appearance of helping me?,general_support,True,general_support,0.9,auto_handle,False,We’re sorry you feel that way. We truly want to help you resolve this. Please share the details of the issue through the link below so we can look into it together: https://t.co/JzP7hlA23B,1.0,,general_support,general_support,True,False
27,@AmazonHelp (ಠ_ಠ) Didnt realize your couriers needed reminders about basic fire safety.,delivery_issue,True,delivery_issue,0.9,auto_handle,False,@808782 Please contact us here via phone or chat so we can look into this with you: https://t.co/dNXwBZPiM6 ^GG,1.000000238418579,,general_support,general_support,True,False
28,"@115850 Need help, with the status on two refunds. Been a month already since I sent the shipment back. Thanks.",return_refund,False,return_refund,0.95,auto_handle,False,"Refunds are typically completed once the returned product arrives at our fulfillment center. If you haven’t reported this issue yet, please do so here: https://t.co/vlvfJr4nN9.",1.0,,general_support,delivery_issue,True,True
29,"@ AmazonFR paid for 22 quantities of VR Headset received confirmation, but only 1 delivered",delivery_issue,False,delivery_issue,0.95,auto_handle,False,"Hi! I’m sorry to hear that you only received one headset. Since we can’t access your account from here, could you let us know the order number and if the 22 units and the one you received were part of the same order? This will help us look into the discrepancy and get you the missing items. Thank you!",0.9999999403953552,,general_support,delivery_issue,True,True
30,"@AmazonHelp Says looks like it's lost, check the the options below. But there aren't any!",general_support,False,delivery_issue,0.85,auto_handle,False,Oh dear! We’re happy to help. Could you let us know what options are showing up for you?,1.0000003576278689,,general_support,general_support,False,True
31,割と長い期間Amazonのプライム会員だけど、本の読み放題あるの今知った。,general_support,False,prime_subscription,0.97,auto_handle,False,"Prime会員になると「Prime Reading」や「Kindle Unlimited などの読み放題サービス」がご利用いただけます。ぜひご確認ください。  
https://t.co/k5lbncHlKO",1.0000001192092896,,general_support,general_support,False,True
32,@AmazonHelp But can not understand the cause of delay,delivery_issue,False,delivery_issue,0.92,auto_handle,False,We’re unable to view your Amazon account and orders through Twitter. You can view the most up‑to‑date shipping information for your order here: https://t.co/Y5jpI9gRhE,1.0,,general_support,general_support,True,True
33,When nothing you’ve ordered on #AmazonPrime in the past month has actually arrived in two-days. Am I seriously the only one? @115821 https://t.co/Jy0Bin02Cr,general_support,False,delivery_issue,0.92,auto_handle,False,"Hi @115821, I’m sorry you’re experiencing these delays.  
Can you confirm whether the delivery dates shown at checkout have passed?  
You can check them here: https://t.co/Y5jpI9gRhE.  

If you still haven’t received your orders by tomorrow evening, let us know and we’ll investigate further.",1.0000001192092896,,general_support,delivery_issue,False,True
34,@AmazonHelp ordered a JBL CHARGE3 on Black Friday. Unplugged it the first time it does this help! @164902 maybe you can help too? I don’t want a return just a new cord. https://t.co/UbEAakQCcI,payment_billing,False,product_issue,0.95,auto_handle,False,Sorry for the trouble! We’re here to help. Have you had a chance to look into available options here: https://t.co/eVeMpO7mHH? ^VB,1.0000001192092896,,general_support,return_refund,False,True
35,@AmazonHelp Dans ce cas annulez ma commande et remboursez moi,general_support,True,return_refund,0.95,auto_handle,False,"@AmazonHelp Vous pouvez annuler votre commande depuis votre compte via https://t.co/9Bgwmkd3v3. Une fois l’annulation effectuée, le remboursement sera traité automatiquement. Si vous avez besoin d’assistance supplémentaire, n’hésitez pas à contacter notre SAV. ^KE",1.0000001192092896,,general_support,general_support,False,False
36,@AmazonHelp @115850 Can I know why the pickup is cancelled?? I am done with this bullshit despite you guys apologizing for yesterday's behavior. Call me. https://t.co/l6JqgynyH0,order_issue,True,delivery_issue,0.95,auto_handle,False,@115850 We've sent a correspondence to your email address with the details of the pickup cancellation. Kindly check it and let us know if you need any further assistance.,1.0000003576278689,,general_support,general_support,False,False
37,@115821 I need help! I scanned a $50 gift card on my phone 11/23 and it’s not noted on my account. I noticed yesterday when I went to make a purchase. I sent emails and to no avail. Please help.,payment_billing,False,payment_billing,0.9,auto_handle,False,@115821 I’m sorry you’re having trouble. We’d like to look into this for you. Please call or chat with us for real‑time help here: https://t.co/hApLpMlfHN,1.000000238418579,,general_support,payment_billing,True,True
38,"@115850 @AmazonHelp @115821 - Order# 408-3265294-3245900,I haven't recevied my product yet, nobody is giving the date ,i am a prime member",general_support,False,delivery_issue,0.92,auto_handle,False,"@207490  
I’m sorry for the delay. Please fill out the form: https://t.co/beaaDm0muc and I’ll contact you soon.  
Also, please don’t share your order number publicly as it is personal information.",1.000000238418579,,general_support,product_issue,False,True
39,@AmazonHelp I have shared the required details. Please resolve the issue ASAP,general_support,True,general_support,0.6,escalate,True,Thank you for confirming that the details have been shared. Our team will review them and get back to you shortly with an update.,1.0000001192092896,,general_support,general_support,True,True
40,"@AmazonHelp Just spoke with your representative and found him 'rude' which is 'silly', and never expected this from the professionals like u @115850",general_support,False,general_support,0.9,auto_handle,False,I’m really sorry to hear about your experience. Could you share a bit more detail about what happened? I’ll do my best to help resolve this.,1.0,,general_support,general_support,True,True
41,"@AmazonHelp Hello Team, Return order request has not been done yet. Please help. Urgent..",general_support,False,return_refund,0.95,auto_handle,False,Apologies for any inconvenience. Have you reported this to our support team here: https://t.co/2t6DQoUmNZ? You should also have received an email—check your inbox here: https://t.co/DTSNmGldJf for status updates.,1.0,,general_support,return_refund,False,True
42,"So if you lost my #kindle how exactly was it returned @115821, Also why do you think my home is a business. Also, why did you say I was closed because today is a holiday? Do I owe myself holiday pay? #Curious https://t.co/ig2otyw5Lw",digital_content,False,return_refund,0.95,auto_handle,False,"I’m sorry about the confusion with your Kindle return. I’d like to look into it right away—please follow this link to help us resolve the issue: https://t.co/EKXRLsnxJu.

I’m not sure why the “home is a business” message appeared or why we mentioned a holiday, so let me double‑check that for you. If there’s any other detail you can share, it would help speed up the review. Thank you for your patience.",1.0000001192092896,,general_support,return_refund,False,True
43,"@AmazonHelp Haven't received yet? I guess I have to cancel this order. I have to give to a friend who is leaving tomorrow morning. If its not delivered today, I would be forced to cancel this order.",delivery_issue,False,delivery_issue,0.92,auto_handle,False,"I’m sorry you haven’t received your order yet.  
Can you let me know if you have a tracking number and whether the package has been marked as dispatched? If it’s still pending shipment, you can cancel the order. Please share any available details so I can confirm the status and help you proceed.",1.000000238418579,,general_support,delivery_issue,True,True
44,@AmazonHelp It was amazon. AMZL US,general_support,True,delivery_issue,0.7,escalate,True,Could you share your order number or tracking status using this secure link so we can investigate the issue: https://t.co/Qzpl2PoJVc?,1.000000238418579,,general_support,general_support,False,True
45,If @115821 leaves another one of my packages outside unattended I’m going to stop ordering from them @AmazonHelp,delivery_issue,False,delivery_issue,0.95,auto_handle,False,I understand your concern. Could you let me know which carrier or delivery person is involved? I’d like to look into this and make sure your future deliveries are handled properly. Please contact us through the help page so we can investigate further.,1.000000238418579,,general_support,delivery_issue,True,True
46,"@AmazonHelp I will never advise any of my known people to buy a single thing from Amazon. Even it's offered for free. Really absurd, arrogant attitude.",general_support,False,general_support,0.9,auto_handle,False,"@AmazonHelp I’m sorry to hear how disappointed you feel. We understand your concerns. Please know that the exact delivery estimates are shown during checkout, and it’s best to wait until the order’s time frame is confirmed before taking further action. If you have any specific issue with an order, feel free to let us know and we’ll review it for you.",0.9999997615814208,,general_support,general_support,True,True
47,"@AmazonHelp it was DPD I’ve had pantry boxes before always secure, I’ll need to reorder but I’m not paying delivery again",delivery_issue,False,payment_billing,0.9,auto_handle,False,@691158 I can certainly understand that. Please reach out to us with the link provided by ^NC and we will do our best to help. ^CR,1.0,,general_support,delivery_issue,False,True
48,@AmazonHelp This came up so I emailed the email address on the website to send proof and that is what failed to send https://t.co/bWem9XFFQm,delivery_issue,False,general_support,0.7,escalate,True,"Ahhh, I see. Definitely interesting! What happened when you clicked the “Click here” hyperlink?",0.9999999403953552,,general_support,general_support,False,False
49,@AmazonHelp Also promised a refund for missing order but no email confirmation yet,return_refund,True,return_refund,0.92,auto_handle,False,"Could you let me know which Amazon site (.com, .co.uk, .com.br, etc.) you placed the order on? We need that to locate it and check the refund status. In the meantime, please check your spam/junk folder for any email. Once we have the details, I’ll get back to you with an update.",0.9999998211860656,,general_support,delivery_issue,True,False
50,Amazonプライムにも入会してしまったのでますます視聴がおっつかない,general_support,False,digital_content,0.9,auto_handle,False,"ご登録いただきありがとうございます(*'▽')  
Amazon Prime では数多くの視聴特典がありますので、ぜひご活用ください。もしお使いになりたいサービスやコンテンツでご不明点があれば、遠慮なくお知らせください。",0.9999998807907104,,general_support,general_support,False,True
51,@AmazonHelp No. it just diappears.,general_support,False,order_issue,0.65,escalate,True,"We don’t have a notification for the shopping list. If you place an order that includes items that are unavailable, you’ll receive an email.",0.9999999403953552,,general_support,general_support,False,False
52,@AmazonHelp I appreciate your response. We posted the same on your page just to bring it in to your notice and swift action only as we are frustrated enough by the system,general_support,True,general_support,0.8,auto_handle,False,"Thank you for bringing this to our attention. To help us investigate further, please provide your details here: https://t.co/GIJyeYqKE0. We’ll look into it promptly.",1.0,,general_support,general_support,True,False
53,@AmazonHelp thank u amazon not to deliver my product on time. Again missed delivery date,delivery_issue,False,delivery_issue,0.95,auto_handle,False,@AmazonHelp We’re sorry your delivery was delayed again. Let’s get this sorted – please contact us here: https://t.co/R3EfhzgU8B.,1.0,,general_support,delivery_issue,True,True
54,@AmazonHelp Vendido x Amazon EU,general_support,True,general_support,0.6,escalate,True,"@AmazonHelp Comprendo tu inquietud. Para revisar la situación de tu pedido y obtener asistencia personalizada, por favor contacta a nuestro Servicio al Cliente a través de este enlace: https://t.co/OjvUxwnzPe.",1.000000238418579,,general_support,general_support,True,True
55,Thanks to @116935 for an easy-to-use and fast-connection iOS App! #BehindTheSmile,general_support,False,general_support,0.99,auto_handle,False,Thank you! We love hearing your feedback – you made our day! 🎹🎶🎸 ^JN,1.0000001192092896,,general_support,general_support,True,True
56,"@117795 really don't like when your couriers lie about accessing my location that has no security gate. My son has allergies, I order his food from you. Now he has to wait bc your courier doesn't know how to Google map. Or call us if lost. Thx",delivery_issue,True,delivery_issue,0.9,auto_handle,False,"Hi @117795, I’m sorry for the inconvenience you’re experiencing. Please report the issue to our support team here: https://t.co/CnmHsc1aqB so we can investigate and help resolve it as quickly as possible. Thank you for your patience.",1.0,,general_support,order_issue,True,False
57,@AmazonHelp @115850 trimmer and bedsheet means the same ! I can keep the bedsheet if it's a Diwali gift but send me the trimmer I had ordered ASAP. https://t.co/KbQKMv8sxX,general_support,False,order_issue,0.9,auto_handle,False,"@192448 That is super weird, sorry about the mix up. Please request a replacement here: https://t.co/3yqvLnyTxi",1.000000238418579,,general_support,order_issue,False,True
58,@AmazonHelp 人工知能と疑ってすみませんでした。丁寧なリプライ心に響きました。遅い時間までお疲れ様です。頑張ってください。,general_support,False,general_support,0.95,auto_handle,False,@123456 ありがとうございます！励ましのお言葉をいただき、とても嬉しいです。これからもどうぞよろしくお願いいたします！ ET,0.9999998807907104,,general_support,general_support,True,True
59,@115850 Surprised that @118702 @122951 delivers every product in 620024 but you don't,general_support,False,delivery_issue,0.95,auto_handle,False,"Hi @115850,

I’m sorry you’re seeing limited availability for some items in 620024. Not all products can be shipped to every pin code because of certain courier restrictions. I’ll forward your feedback to the team so they can review the situation. Thank you for bringing this to our attention.",1.0000001192092896,,general_support,product_issue,False,True
60,@AmazonHelp Your product wich is in pic looks diffrent nd we receve is diffrent and also a color we cannt cancle this bcz i m live in dakor gujarat,general_support,False,product_issue,0.95,auto_handle,False,Apologies for the inconvenience. Please reach out to our support team for assistance: https://t.co/TdDksLo6Mf.,1.0000003576278689,,general_support,product_issue,False,True
61,Way to go @115821 for just throwing my stuff in a box with no packing material and with everything out of the wrappers. #goodjob https://t.co/lVMo6vFahI,general_support,False,delivery_issue,0.95,auto_handle,False,@115821 We’re sorry you experienced that. We’re always looking to improve – please share your feedback and any photos here: https://t.co/2AGESmC8t0,1.0000001192092896,,general_support,general_support,False,True
62,@AmazonHelp Pl tell me delivery date,delivery_issue,False,delivery_issue,0.95,auto_handle,False,We've sent you a correspondence here: https://t.co/ubzNHWZvL2 Kindly check.,1.0,,general_support,delivery_issue,True,True
63,@AmazonHelp Una ayer y hoy mismo he puesto otra.,general_support,True,order_issue,0.8,auto_handle,False,¿Puedes contarme qué te informaron los compañeros de Servicio al Cliente acerca de tu nuevo pedido?,1.0000001192092896,,general_support,general_support,False,False
64,@AmazonHelp already been on the phone to customer support still fuming with you cancelling my prime membership disgusting behaviour,prime_subscription,True,prime_subscription,0.95,auto_handle,False,"Thanks for letting us know. When you spoke to us, what options or information were provided about your Prime membership?",1.0000001192092896,,general_support,prime_subscription,True,False
65,@AmazonHelp não,general_support,False,general_support,0.4,escalate,True,"Entendi. Se precisar de ajuda adicional, acesse nosso SAC pelo link: https://t.co/qGpkDwGRhX",1.000000238418579,,general_support,general_support,True,False
66,"@123813 existe mes de prueba? La competencia es pésima, pero dicen que ""más vale malo conocido...""",general_support,False,prime_subscription,0.9,auto_handle,False,"Hola @123813,

Sí, Amazon Prime ofrece un mes de prueba gratuito. Durante ese período podrás disfrutar de Prime Video y otros beneficios de Prime. Para más detalles y para activarlo, puedes visitar: https://t.co/BOQNUCoSXg.",1.0,,general_support,general_support,False,True
67,@115821 why is the Alexa app moving so slow today ?,general_support,False,digital_content,0.9,auto_handle,False,"@115821 It can happen if the app is struggling with a temporary network hiccup or device lag. Try the following:  
1. Close the Alexa app completely and relaunch it.  
2. Restart your phone or tablet.  
3. If the problem persists, uninstall and reinstall the app.  

If none of these steps help, let us know the device model and OS version so we can dig deeper.",1.0,,general_support,general_support,False,True
68,i'm crying my amazon package was supposed to arrive at 9 and it's def 9:20,delivery_issue,False,delivery_issue,0.95,auto_handle,False,Sorry for the delay! Could you let us know the carrier for your order? You can see it here: https://t.co/Y5jpI9gRhE.,0.9999997615814208,,general_support,delivery_issue,True,True
69,@AmazonHelp Like I mentioned in my first tweet I was assured and sent an email confirmation but still I keep receiving the product every 2 months. Not sure if its a bug in your systems that my order is not getting updated,delivery_issue,True,order_issue,0.93,auto_handle,False,"@123456 Thanks for reaching out. I’m sorry to hear the status isn’t updating and you’re still getting shipments. Could you please share the email confirmation or order number you received? In the meantime, let’s get this sorted quickly—contact us by phone or chat here: https://t.co/hApLpM3Ejd so an agent can look into it right away.",1.0,,general_support,product_issue,False,False
70,"@AmazonHelp My card was already charged, but the status says ""shipping soon"". I am concerned that if my order hasn't even been shipped, then how will it be delivered by the date Amazon sets? But I will wait until the 10th to see if my order gets home.",payment_billing,False,order_issue,0.9,auto_handle,False,"Your order is set to ship “soon,” and Amazon’s system will charge the card once it leaves the warehouse. We ship to meet the estimated delivery date, so you can expect the package by the date shown in your order history. If you haven’t received it by then, please let us know.",1.0000001192092896,,general_support,delivery_issue,False,True
71,"@115851 @AmazonHelp Why is @115850 promoting and selling spurious/counterfeit items? No answer to queries to them. Does Amazon encourage selling counterfeits? In India, this is illegal. https://t.co/9eXMnsrn99",general_support,True,general_support,0.8,auto_handle,False,"Thanks for flagging this. Sellers are committed to selling only genuine products on Amazon.in. To help us investigate, please share the details here: https://t.co/GIJyeYqKE0. We’re following up with your concern.",1.0000004768371582,,general_support,general_support,True,False
72,You pay for an Amazon Prime membership and this is where your packages are left whilst you’re at work 😤 #NotImpressed @115830 https://t.co/UEvbve6G0I,prime_subscription,True,delivery_issue,0.9,auto_handle,False,I’m sorry you’re experiencing this. Can you confirm the carrier for your order here: https://t.co/aaDyEz1VgE ? That will help us investigate the delivery delay.,1.0000003576278689,,general_support,prime_subscription,False,False
73,@115821 wanna tell me why the order I placed yesterday w/1-day shipping isn’t scheduled 2 arrive until Wed? GRANDDAUGHTER B-DAY &amp; u SUCK,delivery_issue,False,delivery_issue,0.95,auto_handle,False,I’m sorry for the delay. One‑day shipping refers to the time after the item ships—some items need extra processing before they can be sent. Could you let me know the delivery estimate that was given in your order confirmation email? That will help us confirm why the arrival is scheduled for Wednesday.,1.000000238418579,,general_support,delivery_issue,True,True
74,@115850 #AmazonNow has some rude representatives 😷 Pathetic! Send a substitute and later argue nonsense without getting facts right!,general_support,False,general_support,0.8,auto_handle,False,@115850 I'm sorry to hear about your experience. Could you please share more details so I can forward your feedback to the relevant team? Thank you for bringing this to our attention.,0.9999997615814208,,general_support,delivery_issue,True,True
75,@AmazonHelp Again my another order with Order ID: #405-0991980-9519516 cancelled without my concern why amazon provide offers during great indian sale?,order_issue,True,order_issue,0.95,auto_handle,False,I understand your concern that your order was cancelled without your knowledge. I would request you to get in touch with our support team for further assistance. ^SM,1.0000001192092896,,general_support,order_issue,True,False
76,@AmazonHelp I'm trying to watch 12 Chairs on prime but the subtitles are about a minute off to the words. Is it an issue on my end or yours,general_support,False,digital_content,0.95,auto_handle,False,"It’s a known issue with subtitle timing on some devices.  
First, try uninstalling and reinstalling the Prime Video app (or resetting the device). If the sync remains off, let us know your device model and operating‑system version so we can pass the information to our video team for a fix.",0.9999999403953552,,general_support,general_support,False,True
77,What's the point of subscribing to @115830 Prime if it keeps failing to meet its one day delivery promise? Then being told to wait another few days for it to turn up. Rubbish.,delivery_issue,False,delivery_issue,0.92,auto_handle,False,"I’m sorry you’ve been disappointed with the delivery. It can be frustrating when the promised “next‑day” delivery doesn’t happen.  
Could you let me know the order number? In the meantime, you can check the current status of that order here: https://t.co/aaDyEz1VgE and let us know if the estimated delivery date has changed. Once we have that information we can investigate the delay and see what can be done to get your item to you as soon as possible.",1.0,,general_support,delivery_issue,True,True
78,@AmazonHelp A just need acces to my account why are you lot making this so hard for me,general_support,False,account_access,0.95,auto_handle,False,"Hi! We’re sorry you’re having trouble getting into your account.  
We normally send a verification email (payment or address confirmation). Have you received anything like that? If not, please give us a call using the link in your order confirmation or here: https://t.co/zYVX1Qi29G so we can look into it together.",1.000000238418579,,general_support,general_support,False,True
79,@AmazonHelp Num: CR0000301163 En transit Livraison avant 20h,delivery_issue,False,delivery_issue,0.9,auto_handle,False,"@247048 Si vous ne recevez pas votre colis d'ici 20 h, merci de le signaler à notre SAV afin d'y remédier via le lien suivant : https://t.co/hgIrz98cdI",0.9999998807907104,,general_support,general_support,True,True
80,"@AmazonHelp @115830 Can you please quote the definition of ""Guaranteed delivery"" please?What's the point in prime if you fail to deliver?",delivery_issue,False,delivery_issue,0.93,auto_handle,False,"I’m sorry you’re frustrated. “Guaranteed delivery” means we promise to deliver the order within the time frame shown at checkout. If that doesn’t happen, we investigate the delay and work to get your package to you as soon as possible.

Please share your order details through the secure link so we can look into this right away: https://t.co/GIJyeYqKE0.",1.0000001192092896,,general_support,delivery_issue,True,True
81,@AmazonHelp Could I get a message please? I’ve got a complaint to make,general_support,False,general_support,0.9,auto_handle,False,Hi! You can lodge your complaint using this link: https://t.co/JzP7hlA23B.,1.0,,general_support,general_support,True,True
82,@AmazonHelp See line extra 3000 off on this mobile,general_support,False,general_support,0.7,escalate,True,"@AmazonHelp We can see the $3,000 off offer on the mobile’s detail page. Exchange values are set by our buy‑back partners and can differ by location. If you’d like more clarification, please contact us here: https://t.co/vlvfJr4nN9.",1.0,,general_support,general_support,True,False
